codigo,nombre_iniciativa,facultad,carrera,instrumento,anio,semestre,modalidad,estado_sisav,n_estudiantes,n_academicos,n_titulados,n_empleadores,n_organizaciones_osc,n_titulados_charlista,n_titulados_expositor,n_titulados_asistente,n_empleadores_charlista,n_empleadores_expositor,n_empleadores_asistente,n_organizaciones_osc_charlista,n_organizaciones_osc_expositor,n_organizaciones_osc_asistente,competencia_sello,sello_tecnologia,sello_responsabilidad_social,sello_sustentabilidad,sello_genero,competencia_generica,dominios_disciplinares,ciclo_estudio,internacionalizacion,catedra_asignatura,comuna_rm,evidencia,cantidad_act_planificadas,cantidad_act_ejecutadas,requiere_revision,motivo_revision,_archivo_origen,_anio,_origen_dato
DEMO-0175,Iniciativa demo 0175,FCNMMA,Ingeniería_en_Biotecnología,VEDP,2023,1S,Presencial,EJECUCION,80.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,Responsabilidad social,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional",1,False,Taller de Arquitectura IX - X,Cerrillos,SI,2.0,1.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0176,Iniciativa demo 0176,FHTCS,Diseño_en_Comunicación_Visual,EXTENSION,2023,2S,Presencial,EJECUCION,124.0,0.0,45.0,1.0,1.0,10.0,16.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,TECNOLOGIA,True,False,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Ciencias básicas,Modelación matemático-estadística para la resolución de problemas",1,False,Gestión Logística; Gestión de operaciones,La Pintana,SI,2.0,2.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0177,Iniciativa demo 0177,FING,Ingeniería_en_Transporte_y_Tránsito,EXTENSION,2023,2S,Presencial,EJECUCION,13.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,SOSTENIBILIDAD; RESPONSABILIDAD_SOCIAL,False,True,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Fundamentos e investigación bibliotecológica; Socializador de usuarios en los procesos de búsqueda y uso de la información,0,False,Taller de Titulo I,La Reina,SI,4.0,4.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0178,Iniciativa demo 0178,FING,Ingeniería_Civil_en_Electrónica_,EXTENSION,2023,1S,Online,EJECUCION,15.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Diseñar y Proyectar obras civiles; Gestionar y Administrar Proyectos y Procesos Constructivos; Desarrollar y Ejecutar Proyectos y Procesos Constructivos,2,False,Semiología: El grupo de interés son los alumnos de Diseño en Comunicación Visual con especial foco en los estudiantes de la asignatura de Semiología de la Carrera de Comunicación Visual a cargo de los profesores Magglio Chiuminatto Orrego y Jorge Gillies Arancibia,San Miguel,NO,3.0,1.0,True,sin evidencia,generador_sintetico_seed42,2023,sintetico
DEMO-0179,Iniciativa demo 0179,FCCOT,Ingeniería_Civil_en_Prevención_de_Riesgos_y_Medio_Ambiente,VEDP,2023,1S,Presencial,EJECUCION,21.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,TECNOLOGIA; SUSTENTABILIDAD; RESPONSABILIDAD_SOCIAL,True,True,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Gestión organizacional; Gestión de P. Públicas,2,False,taller IV,Renca,SI,2.0,2.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0180,Iniciativa demo 0180,FHTCS,Diseño_en_Comunicación_Visual,VEDP,2023,2S,Presencial,EJECUCION,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Competencias identitarias Diseño UTEM, Competencias Red CRUCH",3,False,Introducción a la Ingenieria Civil Matemática,Renca,NO,1.0,1.0,True,sin evidencia,generador_sintetico_seed42,2023,sintetico
DEMO-0181,Iniciativa demo 0181,FING,Dibujante_Proyectista,FCR,2023,2S,Presencial,EJECUCION,12.0,14.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSTENTABILIDAD,False,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Mantenimiento; Diseño y selección de equipos e instalaciones; Diseño y selección de procesos de fabricación y de manufactura; Proyectos mecánicos,3,False,"Biología General, Ingeniería Metabolica y Fermentaciones.",Talagante,SI,5.0,3.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0182,Iniciativa demo 0182,FAE,Bibliotecología_y_Documentación,EXTENSION,2023,2S,Presencial,EJECUCION,38.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,SUSTENTABILIDAD; TECNOLOGIA,True,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional",1,False,Normativa y Buenas Prácticas del Guía de Turismo,Cerrillos,SI,2.0,1.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0183,Iniciativa demo 0183,FAE,Contador_Público_y_Auditor,EXTENSION,2023,2S,Presencial,EJECUCION,48.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Responsabilidad social; Tecnología,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Ingeniería del conocimiento,2,False,innovación y desarrollo de producto,Lo Barnechea,SI,3.0,3.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0184,Iniciativa demo 0184,FCCOT,Ingeniería_en_Construcción,VEDP,2023,2S,Presencial,FINALIZADO,0.0,1.0,9.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Responsabilidad social,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Gestionar y administrar proyectos y procesos constructivos, Desarrollar y ejecutar proyectos y procesos constructivos",1,False,Toda las asignaturas del área expresivo tecnológico de la carrera de Diseño en Comunicación Visual.,Providencia,SI,5.0,5.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0185,Iniciativa demo 0185,FAE,Ingeniería_en_Gestión_Turística,EXTENSION,2023,1S,Online,EJECUCION,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Procesos en la industria alimentario, Calidad e inocuidad alimentaria y nutricional, Innovación en procesos y productos alimentarios",1,False,Recursos Turísticos I,La Pintana,NO,1.0,1.0,True,sin evidencia,generador_sintetico_seed42,2023,sintetico
DEMO-0186,Iniciativa demo 0186,FCCOT,Arquitectura,VEDP,2023,2S,Presencial,EJECUCION,15.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Farmacia asistencial, hospitalaria y comunitaria",2,False,Trabajo de Título I,San Ramon,SI,5.0,5.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0187,Iniciativa demo 0187,FCNMMA,Ingeniería_en_Biotecnología,VEDP,2023,2S,Presencial,FINALIZADO,7.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,Tecnología; Sostenibilidad,True,False,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Operación turística,0,False,Dibujo Técnico I,San Ramon,SI,4.0,4.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0188,Iniciativa demo 0188,FAE,Ingeniería_en_Comercio_Internacional,VEDP,2023,1S,Presencial,FINALIZADO,13.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Dominios disciplinares; . Diseño de sistemas y procesos organizacionales, evaluación y desarrollo de sistemas y procesos organizacionales, gestión y dirección organizacional; . Diseño y gestión de procesos productivos agroindustriales, evaluación y desarrollo de sistemas y procesos organizacionales, gestión y dirección organizacional; . Planificar, programar, diseñar, ejecutar, optimizar, dirigir, supervisar, y evaluar procesos productivos en industrias de su competencia profesional. Integración conceptual, gráfica de diferentes componentes de la tecnología, conducentes a la presentación de la creación de procesos, equipos y productos. El diseño moderno y la operación de sus sistemas tecnológicos",1,False,Taller Diseño en Comunicación Visual I,Quilicura,SI,7.0,7.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0189,Iniciativa demo 0189,FAE,Ingeniería_en_Comercio_Internacional,FCR,2023,2S,Presencial,EJECUCION,91.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Tecnología; Responsabilidad social,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Capacidad de usar Software especializados ligados al área gráfica; Capacidad de abstraer conocimientos de geometría y matemática para desarrollar todo tipo de dibujos ortogonales, con curvatura, formas regulares (polígonos), enlaces entre rectos y curvas (en modelos computacionales o manuales); Capacidad de analizar y aplicar conceptos básicos de gestión en las actividades interdisciplinarias; Adecuación de conocimientos del área gráfica tecnológica a proyectos de diferentes ámbitos del conocimiento; Principios gráficos tecnológicos en mecánica y edificación; Diseño de productos mecánicos y de ingeniería industrial; Proyectos de edificiación",1,False,Relaciones Económicas Internacionales; Trabajo de Título I,San Ramon,SI,1.0,1.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0190,Iniciativa demo 0190,FAE,Ingeniería_en_Gestión_Turística,EXTENSION,2023,2S,Presencial,EJECUCION,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,Tecnología; Sostenibilidad,True,False,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional",1,False,Electivo Turismo Deportivo,Huechuraba,SI,2.0,1.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0191,Iniciativa demo 0191,FCNMMA,Ingeniería_Química,EXTENSION,2023,1S,Presencial,EJECUCION,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tecnología; Inclusión,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Proyectual,Expresivo tecnológico",3,False,Dibujo técnico 1,El Bosque,SI,3.0,1.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0192,Iniciativa demo 0192,FAE,Ingeniería_en_Gestión_Turística,EXTENSION,2023,1S,Presencial,EJECUCION,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Ciencias básicas,Modelación matemático-estadística para la resolución de problemas",1,False,TALLER DE ARQUITECTURA II,San Bernardo,SI,6.0,4.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0193,Iniciativa demo 0193,FING,Ingeniería_Civil_en_Electrónica_,VEDP,2023,1S,Presencial,EJECUCION,8.0,1.0,1.0,1.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,3.0,18.0,RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Competencias identitarias Diseño UTEM, Competencias Red CRUCH",2,False,Introducción a la Ingeniería Civil matemática,San Ramon,SI,8.0,8.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0194,Iniciativa demo 0194,FHTCS,Trabajo_Social,EXTENSION,2023,2S,Presencial,EJECUCION,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional",3,False,Nociones de Economía,Penalolen,SI,2.0,2.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0195,Iniciativa demo 0195,FHTCS,Trabajo_Social,EXTENSION,2023,2S,Presencial,FINALIZADO,10.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sostenibilidad; Responsabilidad social,False,True,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Conocimientos profesionales; Competencias Generales de Ingeniería; Formula sistemas organizacionales; Planifica actividades organizacionales; Desarrolla innovación y emprendimiento de negocios,2,False,Diseño Industrial IV,Melipilla,SI,3.0,3.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0196,Iniciativa demo 0196,FCNMMA,Ingeniería_en_Biotecnología,VEDP,2023,1S,Presencial,EJECUCION,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Garante del patrimonio cultural documental; Fundamentos e investigación bibliotecología,2,False,Introducción a la Ingeniería en Construcción,Estacion Central,SI,1.0,1.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0197,Iniciativa demo 0197,FING,Ingeniería_Civil_en_Computación_Mención_Informática,VEDP,2023,2S,Presencial,EJECUCION,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Responsabilidad social,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Es un profesional del más alto nivel capaz de trabajar en forma independiente o en grupos interdisciplinarios; cuenta con una sólida formación en los diferentes campos de las ciencias básicas, ciencias de la ingeniería y biotecnología; Tiene la capacidad para investigar, innovar y dar lugar a nuevas tecnologías y alternativas en la producción de alimentos, productos farmacéuticos, agropecuarios y disminución de los problemas de contaminación mediante la utilización de agentes y productos biológicos",3,False,"PROGRAMACIÓN Y CONTROL DE PROYECTOS, TALLER DE PROYECTOS",El Bosque,SI,4.0,4.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0198,Iniciativa demo 0198,FAE,Ingeniería_en_Comercio_Internacional,FCR,2023,2S,Presencial,EJECUCION,0.0,1.0,7.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,SOSTENIBILIDAD; RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Diseñar y Proyectar obras civiles; Desarrollar y Ejecutar Proyectos y Procesos Constructivos,1,False,"Diseño Industrial        PRACTICA TECNICO PROFESIONAL: TALLER DE VINCULACION LABORAL        
Diseño Industrial        DISEÑO INDUSTRIAL VII        
Diseño Industrial        DISEÑO INDUSTRIAL III",La Pintana,SI,5.0,4.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0199,Iniciativa demo 0199,FAE,Ingeniería_en_Gestión_Turística,VEDP,2023,2S,Presencial,EJECUCION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Responsabilidad social,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Proyectual,1,False,Inmunología,Lo Espejo,SI,4.0,4.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0200,Iniciativa demo 0200,FHTCS,Diseño_en_Comunicación_Visual,VEDP,2023,1S,Presencial,FINALIZADO,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Tecnología; Responsabilidad social,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,SIN INFORMACIÓN,2,False,Sistema de Telecomunicaciones,San Joaquin,SI,2.0,2.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0201,Iniciativa demo 0201,FAE,Ingeniería_en_Gestión_Turística,EXTENSION,2023,1S,Presencial,EJECUCION,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sostenibilidad; Responsabilidad social,False,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,. Mantenimiento; . Diseño y selección de equipos e instalaciones; . Diseño y selección de procesos de fabricación y de manufactura; . Proyectos mecánicos,2,False,Ingenieria de fermentaciones,La Reina,SI,7.0,6.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0202,Iniciativa demo 0202,FING,Ingeniería_Civil_en_Ciencias_de_Datos,EXTENSION,2023,2S,Presencial,EJECUCION,25.0,1.0,23.0,0.0,29.0,4.0,8.0,11.0,0.0,0.0,0.0,5.0,2.0,22.0,SUSTENTABILIDAD,False,False,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Competencias identitarias Diseño UTEM,3,False,Microbiología industrial,Maipu,SI,1.0,0.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0203,Iniciativa demo 0203,FING,Ingeniería_Industrial,VEDP,2023,1S,Presencial,EJECUCION,42.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,Tecnología; Sostenibilidad,True,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional",0,False,Introducción a la Ingenieria Civil Matemática,Renca,SI,2.0,2.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0204,Iniciativa demo 0204,FAE,Ingeniería_en_Gestión_Turística,EXTENSION,2023,2S,Presencial,EJECUCION,49.0,1.0,20.0,1.0,1.0,0.0,6.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,Sostenibilidad,False,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Ciencia Jurídica e Investigación,2,False,Taller de diseño Industrial II,Lo Espejo,SI,3.0,3.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0205,Iniciativa demo 0205,FING,Ingeniería_Civil_en_Electrónica_,VEDP,2023,2S,Presencial,EJECUCION,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",intervención social / Capacidad Integradora,2,False,Normativa y Buenas Prácticas del Guía de Turismo; Planificación Turística; Recursos Turísticos,Independencia,SI,3.0,3.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0206,Iniciativa demo 0206,FAE,Ingeniería_en_Gestión_Turística,VEDP,2023,2S,Presencial,EJECUCION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,proyectual,3,False,Sistematización en Trabajo Social,San Joaquin,SI,4.0,2.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0207,Iniciativa demo 0207,FCCOT,Arquitectura,VEDP,2023,2S,Presencial,EJECUCION,64.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,48.0,TECNOLOGIA; SOSTENIBILIDAD; RESPONSABILIDAD_SOCIAL,True,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Políticas sociales y participación en lo público Capacidad Analítica y Crítica,1,False,Electivo Turismo Deportivo,San Ramon,SI,3.0,3.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0208,Iniciativa demo 0208,FAE,Administración_Pública,EXTENSION,2023,2S,Online,FINALIZADO,11.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TECNOLOGIA,True,False,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Competencias identitarias Diseño UTEM,1,True,GESTION DE OPERACIONES; GESTION DE OPERACIONES 1; TRANSPORTE MARITIMO,Quinta Normal,SI,1.0,1.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0209,Iniciativa demo 0209,FHTCS,Diseño_en_Comunicación_Visual,VEDP,2023,2S,Presencial,FINALIZADO,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Procesos en la industria alimentario,Innovación en procesos y productos alimentarios",3,False,iNTRODUCCIÓN A LA INDUSTRIA ALIMENTARIA,Vitacura,SI,1.0,1.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0210,Iniciativa demo 0210,FHTCS,Diseño_en_Comunicación_Visual,VEDP,2023,1S,Presencial,EJECUCION,0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,1.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Operación turística,2,False,"Composición II, Composición II",San Bernardo,SI,3.0,2.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0211,Iniciativa demo 0211,FCCOT,Arquitectura,VEDP,2023,2S,Presencial,FINALIZADO,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tecnología,True,False,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Operación turística,0,True,Gestión Logística,Cerrillos,SI,4.0,4.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0212,Iniciativa demo 0212,FHTCS,Trabajo_Social,EXTENSION,2023,1S,Online,FINALIZADO,88.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tecnología; Sostenibilidad,True,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,SIN INFORMACIÓN,0,False,Procesos Industrials,Penalolen,SI,2.0,1.0,False,,generador_sintetico_seed42,2023,sintetico
DEMO-0213,Iniciativa demo 0213,FCNMMA,Ingeniería_en_Industria_Alimentaria,EXTENSION,2023,1S,Presencial,FINALIZADO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional",3,False,Introducción a la Ingenieria Civil Matemática,Recoleta,SI,2.0,2.0,False,,generador_sintetico_seed42,2023,sintetico
